TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T1299,C7914883,2/12/92,M,GOREGAON (W) MUMBAI,38583.59,21/10/16,201431,100.0
T1300,C6328914,5/10/64,M,PUNE,50908.4,21/10/16,200407,216.5
T1301,C4037323,27/5/87,M,KOTTAYAM,9600.05,21/10/16,204748,37.0
T1302,C4311142,27/4/57,M,FARIDABAD,5294.18,21/10/16,204931,300.0
T1303,C5220169,22/8/78,M,GHAZIABAD,294835.3,21/10/16,193054,4749.36
T1304,C6430290,20/6/92,M,FARIDABAD,4213.58,21/10/16,193243,50.0
T1305,C3236282,10/10/91,F,CHENNAI,13148.92,21/10/16,213734,294.0
T1306,C9016511,24/10/89,M,DELHI,3185.94,21/10/16,213737,190.0
T1307,C8022248,25/1/90,F,JAIPUR,126654.62,21/10/16,210834,738.0
T1308,C7030975,5/12/83,M,ALLAHABAD,211182.99,21/10/16,205608,4000.0
T1309,C4719492,25/9/74,M,MUMBAI,1510.1,21/10/16,210241,749.0
T1310,C5822183,1/1/1800,M,CHOOLAIMEDU CHENNAI,34836.95,21/10/16,210513,300.0
T1311,C2919456,1/1/1800,F,COIMBATORE,1193.99,21/10/16,205336,526.0
T1312,C2631451,4/1/87,F,NOIDA,52176.26,21/10/16,205526,50.0
T1313,C6927992,18/12/94,F,BANGALORE,8632.63,21/10/16,192937,395.59
T1314,C6234983,31/8/59,F,BHUBANESWAR,77651.2,21/10/16,200503,597.0
T1315,C3926851,27/7/83,F,NASIK,35178.41,21/10/16,200509,755.0
T1316,C6642886,6/2/64,F,NASHIK,1033.84,21/10/16,194545,1699.0
T1317,C7310573,2/2/72,M,JAMSHEDPUR,80579.53,21/10/16,203603,128.0
T1318,C1531452,8/4/89,F,MUMBAI,9016.56,21/10/16,202140,715.2
T1319,C4199251,18/8/76,F,MUMBAI,95048.37,21/10/16,202334,2600.0
T1320,C8432038,12/8/94,M,NEW DELHI,74869.81,21/10/16,202339,3302.0
T1321,C7126155,25/12/90,M,BHARUCH,1222.59,21/10/16,75446,1.0
T1322,C6818531,17/10/90,M,BHIWANDI,3520.08,21/10/16,210143,540.0
T1323,C3730090,29/4/94,F,VIZIANAGARAM,73452.89,21/10/16,205825,3220.0
T1324,C5415577,1/1/1800,M,BANGALORE,266380.93,21/10/16,205835,152.0
T1325,C1541315,12/6/86,M,BANGALORE,1679.51,21/10/16,210037,240.0
T1326,C4329519,12/7/74,F,GHAZIABAD,5642.37,21/10/16,205802,1000.0
T1327,C3720543,12/10/88,F,GURGAON,196171.36,21/10/16,204439,4213.0
T1328,C4766543,2/2/93,M,GURGAON,25138.75,21/10/16,193305,183.0
T1329,C6417656,19/1/21,M,NEW DELHI,1125922.25,21/10/16,192755,6300.0
T1330,C3037933,29/11/91,F,HAZARIBAGH,47959.3,21/10/16,200907,121.0
T1331,C7157644,17/5/92,F,TRISHUR,44917.99,21/10/16,200502,553.0
T1332,C3021678,19/2/83,M,TRIVANDRUM,9257.68,21/10/16,210812,482.52
T1333,C8636047,24/3/84,M,DELHI,29974.96,21/10/16,205551,271.0
T1334,C8139938,1/1/1800,M,MUMBAI,11933.25,21/10/16,212702,550.0
T1335,C8522884,6/7/94,M,KALKA,80.5,21/10/16,212615,100.0
T1336,C7211682,6/11/92,F,KALOL,15994.73,21/10/16,210303,1077.32
T1337,C8028850,18/2/75,M,SONIPAT,28286.43,21/10/16,205549,14776.33
T1338,C6940113,28/10/88,M,AURANGABAD,3330.68,21/10/16,205304,30.0
T1339,C6841031,15/2/91,F,BANGALORE,2910.54,21/10/16,200018,2049.0
T1340,C3013141,10/3/60,M,KOCHI,422317.25,21/10/16,200020,5230.0
T1341,C4621787,8/8/84,F,RATIA,13519.44,21/10/16,200352,215.0
T1342,C4397661,28/12/91,F,DELHI,31489.6,21/10/16,200552,1956.0
T1343,C6721246,14/8/92,F,PATNA,6624.18,21/10/16,201322,2750.0
T1344,C2978552,31/10/92,M,NOIDA,231645.27,21/10/16,210834,1358.0
T1345,C7817526,3/11/92,M,KOLKATA,7850.78,21/10/16,205341,26.0
T1346,C7836941,28/1/94,M,LUCKNOW,358887.8,21/10/16,201331,100.0
T1347,C7729224,16/10/91,M,NEW DELHI,307308.73,21/10/16,201118,51750.0
T1348,C7714850,21/12/87,F,BANGALORE,12783.48,21/10/16,210213,70.0
T1349,C5369913,29/9/84,M,NEW DELHI,12298.34,21/10/16,210218,1030.0
T1350,C4735289,1/1/1800,M,LUDHIANA,7675.37,21/10/16,210428,312.78
T1351,C6528686,8/2/61,M,MUMBAI,1382.67,21/10/16,210442,1000.0
T1352,C5522459,2/5/90,F,SRIVILLIPUTTUR,12152.62,21/10/16,210443,107.51
T1353,C8326751,6/5/91,F,RAIPUR,1444.09,21/10/16,210905,150.0
T1354,C7640285,23/4/93,F,AMRITSAR,2931.34,21/10/16,210908,55.0
T1355,C3029343,12/12/85,M,FARIDABAD,433485.24,21/10/16,211026,1000.0
T1356,C1034815,25/12/73,M,GURGAON,1661.78,21/10/16,210521,1024.0
T1357,C6530445,22/10/86,M,DELHI,188040.94,21/10/16,210650,890.0
T1358,C4451291,17/12/79,M,BANGALORE,52.62,21/10/16,210915,115.0
T1359,C3639779,25/2/90,M,RANCHI,156282.31,21/10/16,205316,50.0
T1360,C4713839,28/2/87,M,HUBLI,10842.88,21/10/16,205520,744.0
T1361,C1026065,1/1/1800,M,NEW DELHI,46325.73,21/10/16,165950,1.0
T1362,C6333158,29/10/84,M,KALYAN,4506.88,21/10/16,202953,1060.0
T1363,C7625126,20/9/96,M,YAMUNANAGAR,29064.51,21/10/16,200149,18.02
T1364,C5923327,28/2/86,M,CHANDIGARH,125710.5,21/10/16,203406,200.0
T1365,C5523211,10/3/94,M,BHIWANDI,4940.81,21/10/16,194848,1400.0
T1366,C1026377,13/2/94,F,PATHANAMTHITTA,236.0,21/10/16,195031,1800.0
T1367,C8813579,24/12/72,F,ALLAHABAD,540310.53,21/10/16,195031,500.0
T1368,C6538455,31/10/79,M,NAGRI VASAI E THANE,154528.06,21/10/16,195204,1441.0
T1369,C8718978,1/8/96,F,CHENNAI,17248.02,21/10/16,195216,200.0
T1370,C5123069,27/4/84,F,MUMBAI,301965.7,21/10/16,195350,250.0
T1371,C2117362,22/10/80,F,MUMBAI,3542.11,21/10/16,195353,3663.0
T1372,C5026374,5/11/66,M,SHILLONG,2777.78,21/10/16,194603,450.0
T1373,C5619632,4/4/90,M,KALYANPUR DIST HARIDWAR ROORKEE,23082.57,21/10/16,202757,210.0
T1374,C8110573,9/10/86,F,MUMBAI,18441.44,21/10/16,202802,1348.2
T1375,C6644760,4/6/76,M,KOLKATA,2186.4,21/10/16,203644,300.0
T1376,C6033775,22/8/87,M,THANE,3917.53,21/10/16,200953,1195.0
T1377,C1258076,18/9/91,F,GURGAON,26573.95,21/10/16,201524,447.0
T1378,C1915719,21/10/91,M,DELHI,3572.28,21/10/16,193204,165.0
T1379,C5926436,28/12/83,M,SOUTH 24 PARGANAS,12557.31,21/10/16,193213,15.0
T1380,C5561440,27/5/88,F,GURGAON,25060.8,21/10/16,193209,50.0
T1381,C2177553,7/5/85,M,NEW DELHI,562338.48,21/10/16,193551,8225.0
T1382,C5830361,23/9/69,F,ULHASNAGAR,175281.17,21/10/16,210702,63000.0
T1383,C4228281,13/7/84,M,GHAZIABAD,61684.86,21/10/16,210719,259.0
T1384,C2550981,1/3/94,M,ROURKELA,38058.83,21/10/16,210616,1465.75
T1385,C4553050,31/8/81,M,AHMEDABAD,12854.03,21/10/16,210752,449.0
T1386,C1830720,2/4/78,M,KOLKATA,129035.65,21/10/16,205901,798.0
T1387,C1749822,30/12/77,M,GHAZIPUR,75959.96,21/10/16,205952,370.0
T1388,C2232440,13/10/85,F,MUMBAI,350530.88,21/10/16,210035,1748.0
T1389,C6737715,30/3/70,M,RAIPUR,1669.05,21/10/16,210035,650.0
T1390,C6831025,17/11/82,M,MUMBAI,1974.09,21/10/16,210119,290.0
T1391,C2922391,7/10/93,F,SECUNDERABAD,23862.75,21/10/16,204846,25.0
T1392,C4399428,15/2/86,M,BANGALORE,1132.47,21/10/16,204849,170.0
T1393,C5366765,30/9/89,M,DELHI,614.31,21/10/16,202448,100.0
T1394,C5212179,26/9/89,M,MATHURA,4573.28,21/10/16,202452,20426.52
T1395,C4019053,24/2/88,F,CHENNAI,6829.19,21/10/16,201209,1292.0
T1396,C7924846,16/6/87,M,BANGALORE,2012.05,21/10/16,195050,18.15
T1397,C4323926,18/1/78,F,GURGAON,204863.48,21/10/16,195000,790.0
T1398,C8327713,4/6/85,M,FIROZABAD,5141.11,21/10/16,104024,1350.0
T1399,C2131123,14/8/96,M,KANNIYAKUMARI,3109.38,21/10/16,195826,500.0
T1400,C5823116,25/3/90,M,SIVAGANGAI,5794.25,21/10/16,195105,50.0
T1401,C1535864,7/4/92,M,GURGAON,46903.7,21/10/16,210948,90.0
T1402,C1493589,30/5/66,F,BANGALORE,33522.48,21/10/16,210324,3536.0
T1403,C5342125,2/10/88,M,RAJAPALAYAM,86.12,21/10/16,210325,270.0
T1404,C6246426,2/1/82,F,BANGALORE,5389.71,21/10/16,201238,1469.0
T1405,C6739783,14/7/83,F,TIRUCHIRAPPALLI DT,26011.49,21/10/16,201742,980.0
T1406,C8326960,20/9/88,F,THANE DISTRICT,3.52,21/10/16,210910,3855.0
T1407,C7228365,10/3/91,M,HOSUR,7974.07,21/10/16,210910,150.0
T1408,C5820220,4/12/90,F,GURGAON,82366.06,21/10/16,210959,224.0
T1409,C6227520,20/12/81,M,JAMSHEDPUR,3029.71,21/10/16,211000,60.0
T1410,C6221534,25/1/83,M,NASHIK,4328.88,21/10/16,211001,1800.0
T1411,C3439232,21/7/85,M,FARIDABAD,309124.44,21/10/16,210151,9400.0
T1412,C5522617,29/9/82,F,SIGNAL SION E MUMBAI,273607.45,21/10/16,203231,465.0
T1413,C7518659,20/5/89,F,BG ROAD BANGALORE,24113.08,21/10/16,203430,365.0
T1414,C8822511,28/9/91,F,JALPAIGURI,33208.1,21/10/16,210046,1129.0
T1415,C8369281,20/12/82,M,BANGALORE,128841.8,21/10/16,200101,391.0
T1416,C6012242,28/7/80,M,ATHAL,16619.42,21/10/16,200111,5000.0
T1417,C1728683,28/3/89,M,DURG,27295.7,21/10/16,205537,120.0
T1418,C4820348,20/2/90,M,MUMBAI,16529.01,21/10/16,204448,94.0
T1419,C5717433,1/1/1800,F,MOHALI,14131195.02,21/10/16,204645,2411.0
T1420,C7914452,1/1/1800,M,CHENNAI,27021.05,21/10/16,204644,1609.0
T1421,C8020680,17/6/80,M,MUMBAI,11311.19,21/10/16,204648,1500.0
T1422,C3736352,27/8/91,M,MUMBAI,45849.0,21/10/16,204853,1820.0
T1423,C3837037,14/1/91,M,BANGALORE,20342.41,21/10/16,201535,500.0
T1424,C3773516,21/3/91,M,DELHI,151.24,21/10/16,192412,200.0
T1425,C3234933,15/7/95,F,SILCHAR,25177.71,21/10/16,192551,186.0
T1426,C4128487,1/4/71,M,HYDERABAD,14623.69,21/10/16,193550,1.0
T1427,C1133828,21/4/90,M,UNNAO,52527.87,21/10/16,210355,2543.0
T1428,C2713772,12/12/70,M,JHAJJAR,8349.68,21/10/16,211236,449.0
T1429,C2515142,23/2/96,M,DARBHANGA,2018.8,21/10/16,204816,50.0
T1430,C5739050,30/9/86,M,DELHI,19151.49,21/10/16,204918,100.0
T1431,C3931068,6/4/91,F,MUMBAI,5476.53,21/10/16,205050,870.0
T1432,C8013067,6/7/72,M,CHENNAI,108417.31,21/10/16,201920,153.0
T1433,C7835245,26/10/89,F,DELHI,10125.36,21/10/16,202107,630.0
T1434,C6439014,27/9/70,F,NOIDA,420790.39,21/10/16,193151,198.83
T1435,C3721373,12/1/90,M,BANGALORE,12946.8,21/10/16,210456,100.0
T1436,C4740342,9/1/90,M,MUMBAI,147861.4,21/10/16,210625,1304.0
T1437,C9033931,2/9/90,M,KOLKATA,411.17,21/10/16,210847,64.1
T1438,C1841937,1/1/1800,M,KHANNA,13226.16,21/10/16,210849,490.0
T1439,C1322458,26/3/92,M,NOIDA,4101.54,21/10/16,193337,37.0
T1440,C3637967,4/12/88,M,FARIDABAD,11438.82,21/10/16,214950,780.0
T1441,C7963589,12/6/89,M,RANGA REDDY,104.52,21/10/16,201131,2342.0
T1442,C2263565,12/6/89,M,RANGA REDDY,104.52,21/10/16,195537,2206.0
T1443,C1098164,6/5/89,M,BANGALORE,91021.52,21/10/16,195759,474.0
T1444,C7034211,16/8/91,M,PUNE,3488.24,21/10/16,213043,100.0
T1445,C6710962,1/12/91,F,BANGALORE,24742.49,21/10/16,201206,640.0
T1446,C4631451,8/1/89,M,WARANGAL,11614.1,21/10/16,202009,50000.0
T1447,C7044488,12/6/86,M,COLONY THANE EAST THANE,71770.19,21/10/16,212315,385.0
T1448,C7427644,11/9/85,F,GURGAON,329088.78,21/10/16,205113,2540.0
T1449,C1252123,3/7/69,M,FARIDABAD,25559.37,21/10/16,172115,114.17
T1450,C4329936,25/9/92,F,NOIDA,28600.11,21/10/16,202650,1200.0
T1451,C6839140,6/1/79,M,GREATER NOIDA,225588.8,21/10/16,202851,396.0
T1452,C2314123,21/4/86,M,MUMBAI,3374.45,21/10/16,202851,1.0
T1453,C1913183,29/11/92,M,DELHI,4065.42,21/10/16,192950,200.0
T1454,C7436917,2/3/68,F,DELHI,425052.54,21/10/16,214228,7915.0
T1455,C5828132,9/1/92,M,SURAT,24381.67,21/10/16,104415,120.0
T1456,C5413749,10/4/80,M,NASHIK,3602.32,21/10/16,200330,50.0
T1457,C8013141,13/9/89,M,NEW DELHI,155633.09,21/10/16,200015,10.0
T1458,C5919812,1/1/87,M,BOISAR,1509.2,21/10/16,200928,930.0
T1459,C7220644,28/5/85,M,BARGARH,8752.13,21/10/16,200930,318.0
T1460,C2023330,8/9/86,M,GURGAON,14780.04,21/10/16,203250,600.0
T1461,C3630048,1/1/1800,M,NOIDA,96786.84,21/10/16,201418,80.0
T1462,C5623388,18/1/96,M,VARANASI,17345.67,21/10/16,193225,98.0
T1463,C7039286,1/1/1800,M,HOSPITAL BEHIND COIMBATORE,92597.62,21/10/16,215036,85.0
T1464,C6941581,14/2/75,M,HYDERABAD,151.76,21/10/16,220049,200.0
T1465,C3468244,25/1/84,M,AHMEDABAD,23619.81,21/10/16,213039,2000.0
T1466,C7144634,3/1/96,M,PUNE,29.96,21/10/16,215352,127.0
T1467,C5527414,30/6/87,M,DELHI,20247.07,21/10/16,205710,150.0
T1468,C7719157,5/2/92,F,MOHALI,1015.19,21/10/16,205712,3.0
T1469,C8816621,10/6/89,M,MUMBAI,97813.2,21/10/16,205828,25.0
T1470,C4029960,3/2/82,M,FARIDABAD,26683.46,21/10/16,205821,50.0
T1471,C3310513,5/12/91,M,MUMBAI,2858.49,21/10/16,205730,140.0
T1472,C8837242,29/9/91,F,GURGAON,44819.71,21/10/16,205908,1699.0
T1473,C1234537,12/3/83,F,GURGAON,61441.77,21/10/16,202140,1150.0
T1474,C1229590,28/6/88,F,BOISAR,13599.87,21/10/16,213655,100.0
T1475,C2522945,7/9/90,M,BANGALORE,1487.85,21/10/16,200835,538.0
T1476,C6311017,27/11/82,M,PUNE,4874.06,21/10/16,192355,2146.4
T1477,C6418333,9/12/92,M,BANGALORE,3189.92,21/10/16,203150,432.64
T1478,C7034229,1/1/1800,M,NEW DELHI,530.0,21/10/16,204107,1600.0
T1479,C1837988,17/7/80,M,REWARI,6583.32,21/10/16,204308,804.0
T1480,C5041952,13/9/83,F,PUNE,3801.19,21/10/16,203802,2553.0
T1481,C5027751,9/4/79,M,NEW DELHI,19893.38,21/10/16,193004,780.0
T1482,C6150741,18/9/87,M,NOIDA,4879.75,21/10/16,193116,806.0
T1483,C7113155,15/5/68,F,COIMBATORE,35747.1,21/10/16,203651,2184.87
T1484,C9032725,27/9/89,M,PUNE,14584.36,21/10/16,203703,1180.0
T1485,C6937369,31/8/87,M,DELHI,68343.18,21/10/16,204059,1000.0
T1486,C5011440,31/7/93,M,DELHI,19817.96,21/10/16,204102,758.0
T1487,C4041563,9/5/95,M,THIRUVANNAMALAI,4858.77,21/10/16,202436,300.0
T1488,C2828226,7/7/62,M,N M JOSHI MARG LOWER PAREL MUMBAI,2494964.39,21/10/16,163238,1659.69
T1489,C2920538,25/6/90,F,MUMBAI,2382.24,21/10/16,213802,970.0
T1490,C2557412,31/5/88,M,LAYOUT PH 1 MALLATHAHALLI BANGALORE,32549.94,21/10/16,213806,200.0
T1491,C1121046,1/6/94,M,GURGAON,18035.47,21/10/16,204512,50.0
T1492,C2337979,4/11/91,F,GURGAON,59188.75,21/10/16,195048,184.0
T1493,C2838244,8/10/76,F,BANGALORE,53306.02,21/10/16,202317,5000.0
T1494,C8622547,7/7/86,F,CHENNAI,7592.69,21/10/16,193002,430.0
T1495,C8510148,27/6/93,M,GURGAON,25208.53,21/10/16,193142,70.0
T1496,C2515550,,M,NEW DELHI,384.07,21/10/16,193326,2800.0
T1497,C3936622,10/11/89,M,GURGAON,166521.05,21/10/16,205255,370.0
T1498,C1673154,5/8/86,M,HYDERABAD,17630.62,21/10/16,205510,40000.0
T1499,C2415565,22/12/89,M,BANGALORE,8644.71,21/10/16,205631,279.0
T1500,C8822478,25/9/91,F,CHENNAI,43721.03,21/10/16,195319,15960.0
T1501,C6219764,20/2/93,M,BANGALORE,2875.54,21/10/16,195156,4970.0
T1502,C5221244,12/9/81,M,HYDERABAD,33003.89,21/10/16,205733,2500.0
T1503,C1526214,26/5/85,M,MUMBAI,44223.31,21/10/16,200714,161.47
T1504,C8532073,18/3/79,M,CHENNAI,34414.67,21/10/16,195500,403.0
T1505,C6413458,29/7/85,M,KOLKATA,9151.74,21/10/16,212931,305.0
T1506,C7417754,2/3/92,M,DELHI,9123.88,21/10/16,202715,133.28
T1507,C8228246,17/4/80,F,GURGAON,49599.33,21/10/16,202716,1291.0
T1508,C2390567,5/5/79,M,THANE WEST,22679.88,21/10/16,202717,2650.0
T1509,C1012018,5/2/71,M,T MHALAUGE TEHSIL AMBEGAV PUNE,920.07,21/10/16,200830,500.0
T1510,C2222179,3/9/93,M,BANGALORE,460.53,21/10/16,192809,200.0
T1511,C7530040,22/11/85,F,FARIDABAD,43373.68,21/10/16,201708,155.0
T1512,C7342729,4/4/81,M,NAGPUR,65996.33,21/10/16,201848,400.0
T1513,C5574711,6/10/79,F,NEW DELHI,216509.66,21/10/16,201713,600.0
T1514,C5728083,15/5/73,F,CHANDIGARH,23974.29,21/10/16,212337,873.0
T1515,C6621988,2/2/86,M,NEW DELHI,944.45,21/10/16,213328,35.0
T1516,C8941039,24/1/94,F,DELHI,23777.59,21/10/16,212621,1000.0
T1517,C2410646,19/7/89,M,SECUNDERABAD,249.6,21/10/16,204619,110.0
T1518,C3430366,1/8/92,M,SIDDHARTH NAGAR,19342.63,21/10/16,204958,20.0
T1519,C4816845,20/8/94,F,NELLORE,5922.11,21/10/16,205602,84.0
T1520,C1155983,9/9/85,M,DELHI,1572828.44,21/10/16,200312,795.0
T1521,C1819785,1/1/1800,F,SAS NAGAR,386876.23,21/10/16,200314,2000.0
T1522,C5141392,27/7/86,M,DELHI,126031.94,21/10/16,193113,180.0
T1523,C1634771,1/1/1800,M,AMRITSAR,389844.27,21/10/16,195724,800.0
T1524,C2241341,25/12/80,M,NEW DELHI,45533.68,21/10/16,213435,1494.0
T1525,C2639840,11/12/87,M,NOIDA,1932.0,21/10/16,213435,749.0
T1526,C5920026,14/7/87,F,BANGALORE,4131.72,21/10/16,215315,131.0
T1527,C4220257,15/3/91,M,BANGALORE,2.34,21/10/16,215316,674.0
T1528,C4814492,1/1/1800,M,CHENNAI,27021.05,21/10/16,205015,1500.0
T1529,C4928075,13/1/87,F,BANGALORE,35718.56,21/10/16,205239,230.0
T1530,C5288275,30/8/89,M,VIZIANAGARAM,28214.16,21/10/16,204849,672.0
T1531,C5220530,18/5/86,F,LUCKNOW,81154.82,21/10/16,193248,20000.0
T1532,C7141275,19/4/85,F,MARG KURLA W MUMBAI,860.41,21/10/16,192453,305.95
T1533,C8795917,26/6/88,M,PUNE,9494.26,21/10/16,214006,1600.0
T1534,C2588983,31/5/84,M,NOIDA,35790.73,21/10/16,214007,874.0
T1535,C7541937,5/1/81,F,NEW DELHI,9372.35,21/10/16,214014,700.0
T1536,C2210013,29/5/90,F,CHAMPARAN,496.18,21/10/16,214106,20.0
T1537,C4271730,6/12/88,M,CHENNAI,148572.8,21/10/16,215519,417.0
T1538,C4731060,1/1/1800,M,HYDERABAD,340.3,21/10/16,215519,30200.0
T1539,C3533734,18/1/84,M,KOLAR,1995.58,21/10/16,205257,40.0
T1540,C4824089,21/12/93,M,GORAKHPUR,6017.79,21/10/16,205458,346.0
T1541,C5522977,21/9/80,M,THANE,787580.23,21/10/16,205512,7000.0
T1542,C8725538,15/2/80,M,MOHALI,18.38,21/10/16,215521,75.0
T1543,C7526815,16/5/88,M,GURGAON,193408.46,21/10/16,213513,2714.0
T1544,C2739480,17/7/88,M,COIMBATORE,37356.2,21/10/16,204838,83.0
T1545,C5913541,18/6/84,M,CUTTACK,176.7,21/10/16,202909,1000.0
T1546,C8326227,12/2/85,M,MUMBAI,3158.01,21/10/16,202309,500.0
T1547,C4035021,8/5/78,F,GURGAON,30593.29,21/10/16,202310,644.0
T1548,C5125845,26/11/79,M,CACHAR,13829.08,21/10/16,212958,173.0
T1549,C2622330,20/8/81,M,RESTAURANT JAIPUR,18161.69,21/10/16,215043,220.0
T1550,C4919374,22/8/90,M,DELHI,102876.64,21/10/16,203318,180.0
T1551,C7181057,1/12/88,M,DELHI,983.37,21/10/16,122315,50.0
T1552,C3717333,2/9/92,M,GURGAON,18025.83,21/10/16,214947,2950.0
T1553,C6131248,1/1/1800,M,CHENNAI,328965.64,21/10/16,214948,1499.0
T1554,C5834345,6/6/91,M,HYDERABAD,20914.47,21/10/16,215109,418.0
T1555,C9018642,13/6/85,M,SION (E) MUMBAI,1701.97,21/10/16,215242,1266.0
T1556,C3626944,1/1/1800,M,PUNE,74742.99,21/10/16,203527,500.0
T1557,C5219833,12/3/93,M,NOIDA,151.24,21/10/16,214014,73.0
T1558,C8913633,12/7/88,M,GURGAON,19656.77,21/10/16,203430,216.0
T1559,C7435069,24/2/82,M,BANGALURU,66550.06,21/10/16,195655,500.0
T1560,C1927615,7/9/94,F,KAITHAL,2526.64,21/10/16,221547,255.0
T1561,C2822036,1/1/1800,M,MUMBAI,10815.81,21/10/16,215419,6936.0
T1562,C6938950,25/9/86,M,BANGALORE,34488.3,21/10/16,212141,552.0
T1563,C8225867,4/10/88,M,VAPI,21103.34,21/10/16,195703,50.0
T1564,C7642651,13/9/87,F,MATHURA,146710.41,21/10/16,195842,163.02
T1565,C1841937,5/12/89,M,NEW DELHI,5131.06,21/10/16,212815,150.0
T1566,C5975433,10/10/86,M,PUNE,9604.64,21/10/16,215133,455.0
T1567,C5549321,22/7/93,M,BANGALORE,28.34,21/10/16,215132,200.0
T1568,C2639282,1/1/1800,M,NEW DELHI,280875.44,21/10/16,215134,1000.0
T1569,C8712183,22/12/36,M,MUMBAI,1773111.86,21/10/16,214521,1290.0
T1570,C1336517,1/6/94,F,BANGALORE,10432.13,21/10/16,213423,30.0
T1571,C1922032,5/6/83,M,GURGAON,110341.58,21/10/16,205009,929.0
T1572,C2314370,1/1/1800,M,NEW DELHI,126673.76,21/10/16,205009,32976.0
T1573,C1422165,13/2/89,M,JAIPUR,6829.14,21/10/16,195756,3900.0
T1574,C3489459,9/1/79,F,HYDERABAD,116232.37,21/10/16,201125,1319.0
T1575,C6334583,1/1/1800,M,MOHALI,219386.09,21/10/16,201531,6070.0
T1576,C3015555,16/11/78,M,NEW DELHI,78495.2,21/10/16,201532,500.0
T1577,C4239260,7/6/82,M,DELHI,1096595.66,21/10/16,195748,360.0
T1578,C1627586,15/1/83,M,NOIDA,7035.45,21/10/16,195609,210.0
T1579,C5429372,17/12/94,M,BANGALORE,5444.68,21/10/16,220401,228.0
T1580,C3622185,1/1/1800,M,CHOOLAIMEDU CHENNAI,34836.95,21/10/16,220411,68.0
T1581,C6223952,28/2/88,M,COIMBATORE,395.37,21/10/16,220419,703.0
T1582,C6435384,10/6/88,M,RAJKOT,42192.9,21/10/16,220607,127.0
T1583,C1834733,1/1/1800,M,AMRITSAR,389844.27,21/10/16,220941,3144.0
T1584,C6817374,4/9/88,F,NOIDA,14743.78,21/10/16,204331,80.0
T1585,C7827349,2/5/86,F,THANE (W),12210.66,21/10/16,194926,800.0
T1586,C2211855,13/4/47,F,MOHALI,24267.78,21/10/16,204127,350.0
T1587,C7442577,6/4/82,M,NEW DELHI,38509.9,21/10/16,204127,136.0
T1588,C1243811,10/6/87,M,HYDERABAD,95163.03,21/10/16,204128,95.85
T1589,C1419246,2/10/91,F,MUMBAI,16769.42,21/10/16,195344,199.0
T1590,C8634985,26/4/95,M,KHARAGPUR,6.08,21/10/16,201712,20.0
T1591,C1358246,15/7/92,M,RUDRAPUR,32329.68,21/10/16,201905,42.0
T1592,C2753779,6/8/85,M,NOIDA,91859.49,21/10/16,202839,230.99
T1593,C7411820,8/6/92,M,NEW DELHI,23563.57,21/10/16,220607,264.0
T1594,C5831581,1/2/83,M,PUNE,142.72,21/10/16,220752,7790.0
T1595,C7127327,3/6/92,F,KANGRA,3601.97,21/10/16,220800,76.0
T1596,C8340576,1/6/83,M,ANJAR GANDHIDHAM,19578.09,21/10/16,212224,90.0
T1597,C5695037,19/9/88,M,HYDERABAD,7209.95,21/10/16,212459,270.0
T1598,C3432267,17/3/87,F,MUMBAI,196198.67,21/10/16,202555,990.0
T1599,C4214050,24/6/79,M,GHAZIABAD,8212.79,21/10/16,201139,2600.0
T1600,C7910089,12/12/84,F,NAVI MUMBAI,22783.07,21/10/16,200619,686.0
T1601,C5816277,23/4/90,F,BANGALORE,9653.22,21/10/16,212825,258.0
T1602,C5625513,4/9/86,M,NEW DELHI,1531.9,21/10/16,210558,2065.8
T1603,C7715546,1/1/1800,M,GURGAON,65923.65,21/10/16,212447,317.0
T1604,C7532066,2/9/73,M,MUMBAI,111487.78,21/10/16,212449,350.0
T1605,C8534781,8/1/79,M,BANGALORE,5555.8,16/10/16,183130,603.0
T1606,C9029844,30/8/89,M,BHIWADI,18851.95,16/10/16,182935,439.0
T1607,C7449814,1/1/1800,F,CHHINDWARA,42909.8,16/10/16,182148,25.0
T1608,C5832729,1/1/1800,M,SURAT B/H PATEL SAMAJ VADI SURAT,308947.43,21/10/16,214223,325.0
T1609,C8150823,28/2/90,F,KALYANI NAGAR PUNE,20772.59,21/10/16,214226,2436.0
T1610,C5438554,1/7/93,M,DELHI,71565.61,21/10/16,213837,200.0
T1611,C1229068,18/10/87,M,VADODARA,35622.47,21/10/16,214155,266.0
T1612,C1422662,10/5/77,M,BANGALORE,21095.6,21/10/16,215443,3000.0
T1613,C4230865,7/8/86,F,KOLKATA,53991.84,21/10/16,210033,509.0
T1614,C6233923,12/11/90,M,AHMEDABAD,271714.94,21/10/16,210034,1200.0
T1615,C1022484,21/10/88,M,HYDERABAD,93277.2,21/10/16,200253,236.34
T1616,C8739928,6/12/88,F,THANE,15131.61,21/10/16,202505,152.98
T1617,C6331121,5/9/90,M,PONDICHERRY,363839.45,21/10/16,213108,325.0
T1618,C7684439,1/6/94,M,GURGAON,235025.05,21/10/16,213714,1402.0
T1619,C6836141,1/7/88,M,GREATER NOIDA,1.64,21/10/16,215726,100.0
T1620,C6187745,14/10/72,M,NOIDA,433815.91,21/10/16,220108,2920.0
T1621,C5427372,9/5/94,M,NEW DELHI,24362.58,21/10/16,220425,850.0
